datetime,temperature,humidity,location,wet_bulb
2025-02-03 18:30:00+00:00,22.55,58.67,Mumbai,17.12
2025-02-03 19:30:00+00:00,22.2,57.08,Mumbai,16.59
2025-02-03 20:30:00+00:00,21.75,57.34,Mumbai,16.22
2025-02-03 21:30:00+00:00,21.45,57.27,Mumbai,15.95
2025-02-03 22:30:00+00:00,20.5,61.31,Mumbai,15.63
2025-02-03 23:30:00+00:00,20.1,62.64,Mumbai,15.44
2025-02-04 00:30:00+00:00,20.5,59.53,Mumbai,15.4
2025-02-04 01:30:00+00:00,20.8,61.38,Mumbai,15.91
2025-02-04 02:30:00+00:00,22.6,59.64,Mumbai,17.3
2025-02-04 03:30:00+00:00,24.95,63.31,Mumbai,19.94
2025-02-04 04:30:00+00:00,27.15,51.35,Mumbai,20.07
2025-02-04 05:30:00+00:00,28.45,44.94,Mumbai,20.09
2025-02-04 06:30:00+00:00,29.05,46.56,Mumbai,20.88
2025-02-04 07:30:00+00:00,29.55,43.54,Mumbai,20.75
2025-02-04 08:30:00+00:00,29.7,38.94,Mumbai,20.0
2025-02-04 09:30:00+00:00,29.05,37.15,Mumbai,19.13
2025-02-04 10:30:00+00:00,27.9,42.81,Mumbai,19.25
2025-02-04 11:30:00+00:00,26.6,52.37,Mumbai,19.75
2025-02-04 12:30:00+00:00,25.05,61.76,Mumbai,19.8
2025-02-04 13:30:00+00:00,24.35,67.3,Mumbai,19.96
2025-02-04 14:30:00+00:00,24.35,54.89,Mumbai,18.17
2025-02-04 15:30:00+00:00,24.35,46.04,Mumbai,16.83
2025-02-04 16:30:00+00:00,24.1,40.24,Mumbai,15.69
2025-02-04 17:30:00+00:00,23.65,39.31,Mumbai,15.17
2025-02-04 18:30:00+00:00,23.15,38.91,Mumbai,14.71
2025-02-04 19:30:00+00:00,22.65,38.76,Mumbai,14.28
2025-02-04 20:30:00+00:00,22.4,37.91,Mumbai,13.94
2025-02-04 21:30:00+00:00,22.15,37.07,Mumbai,13.61
2025-02-04 22:30:00+00:00,21.9,36.87,Mumbai,13.38
2025-02-04 23:30:00+00:00,21.65,37.18,Mumbai,13.23
2025-02-05 00:30:00+00:00,21.15,40.92,Mumbai,13.39
2025-02-05 01:30:00+00:00,20.9,39.74,Mumbai,13.01
2025-02-05 02:30:00+00:00,22.1,36.05,Mumbai,13.41
2025-02-05 03:30:00+00:00,24.55,30.04,Mumbai,14.26
2025-02-05 04:30:00+00:00,27.3,25.61,Mumbai,15.39
2025-02-05 05:30:00+00:00,29.55,22.55,Mumbai,16.26
2025-02-05 06:30:00+00:00,31.15,20.64,Mumbai,16.86
2025-02-05 07:30:00+00:00,31.55,21.99,Mumbai,17.51
2025-02-05 08:30:00+00:00,30.65,29.12,Mumbai,18.66
2025-02-05 09:30:00+00:00,29.5,37.89,Mumbai,19.63
2025-02-05 10:30:00+00:00,27.85,44.77,Mumbai,19.55
2025-02-05 11:30:00+00:00,26.4,48.13,Mumbai,18.9
2025-02-05 12:30:00+00:00,25.1,55.08,Mumbai,18.86
2025-02-05 13:30:00+00:00,24.4,54.2,Mumbai,18.11
2025-02-05 14:30:00+00:00,24.15,49.75,Mumbai,17.23
2025-02-05 15:30:00+00:00,23.8,44.1,Mumbai,16.06
2025-02-05 16:30:00+00:00,23.45,42.55,Mumbai,15.53
2025-02-05 17:30:00+00:00,23.15,41.21,Mumbai,15.07
2025-02-05 18:30:00+00:00,22.85,38.95,Mumbai,14.47
2025-02-05 19:30:00+00:00,22.6,37.07,Mumbai,13.97
2025-02-05 20:30:00+00:00,22.15,35.08,Mumbai,13.29
2025-02-05 21:30:00+00:00,21.65,34.94,Mumbai,12.87
2025-02-05 22:30:00+00:00,21.0,36.87,Mumbai,12.66
2025-02-05 23:30:00+00:00,20.45,38.4,Mumbai,12.45
2025-02-06 00:30:00+00:00,19.5,48.5,Mumbai,13.07
2025-02-06 01:30:00+00:00,19.3,48.44,Mumbai,12.89
2025-02-06 02:30:00+00:00,21.2,43.22,Mumbai,13.77
2025-02-06 03:30:00+00:00,24.2,36.52,Mumbai,15.15
2025-02-06 04:30:00+00:00,27.3,32.73,Mumbai,16.88
2025-02-06 05:30:00+00:00,29.85,30.79,Mumbai,18.43
2025-02-06 06:30:00+00:00,31.4,31.32,Mumbai,19.73
2025-02-06 07:30:00+00:00,31.75,35.09,Mumbai,20.84
2025-02-06 08:30:00+00:00,31.6,38.47,Mumbai,21.44
2025-02-06 09:30:00+00:00,31.0,40.06,Mumbai,21.27
2025-02-06 10:30:00+00:00,29.9,41.72,Mumbai,20.7
2025-02-06 11:30:00+00:00,28.65,45.42,Mumbai,20.34
2025-02-06 12:30:00+00:00,26.9,57.31,Mumbai,20.79
2025-02-06 13:30:00+00:00,26.25,61.06,Mumbai,20.79
2025-02-06 14:30:00+00:00,26.1,58.21,Mumbai,20.22
2025-02-06 15:30:00+00:00,25.65,58.66,Mumbai,19.89
2025-02-06 16:30:00+00:00,25.55,55.55,Mumbai,19.33
2025-02-06 17:30:00+00:00,25.2,56.17,Mumbai,19.11
2025-02-06 18:30:00+00:00,24.8,57.71,Mumbai,18.99
2025-02-06 19:30:00+00:00,24.2,59.82,Mumbai,18.76
2025-02-06 20:30:00+00:00,23.65,63.03,Mumbai,18.72
2025-02-06 21:30:00+00:00,23.0,66.81,Mumbai,18.64
2025-02-06 22:30:00+00:00,22.35,67.32,Mumbai,18.11
2025-02-06 23:30:00+00:00,22.25,64.97,Mumbai,17.7
2025-02-07 00:30:00+00:00,22.55,65.88,Mumbai,18.1
2025-02-07 01:30:00+00:00,22.45,66.49,Mumbai,18.09
2025-02-07 02:30:00+00:00,23.95,61.51,Mumbai,18.77
2025-02-07 03:30:00+00:00,26.6,53.55,Mumbai,19.94
2025-02-07 04:30:00+00:00,29.75,44.43,Mumbai,21.08
2025-02-07 05:30:00+00:00,32.4,36.3,Mumbai,21.62
2025-02-07 06:30:00+00:00,33.9,31.7,Mumbai,21.73
2025-02-07 07:30:00+00:00,34.3,32.63,Mumbai,22.26
2025-02-07 08:30:00+00:00,33.65,36.07,Mumbai,22.56
2025-02-07 09:30:00+00:00,33.05,36.59,Mumbai,22.2
2025-02-07 10:30:00+00:00,31.6,40.74,Mumbai,21.9
2025-02-07 11:30:00+00:00,29.65,47.77,Mumbai,21.6
2025-02-07 12:30:00+00:00,27.8,56.1,Mumbai,21.4
2025-02-07 13:30:00+00:00,26.9,60.26,Mumbai,21.25
2025-02-07 14:30:00+00:00,26.6,60.19,Mumbai,20.97
2025-02-07 15:30:00+00:00,26.45,55.24,Mumbai,20.07
2025-02-07 16:30:00+00:00,26.15,54.99,Mumbai,19.77
2025-02-07 17:30:00+00:00,25.4,58.97,Mumbai,19.71
2025-02-07 18:30:00+00:00,25.1,63.35,Mumbai,20.08
2025-02-07 19:30:00+00:00,24.5,63.82,Mumbai,19.6
2025-02-07 20:30:00+00:00,23.9,65.74,Mumbai,19.32
2025-02-07 21:30:00+00:00,23.3,67.52,Mumbai,19.02
2025-02-07 22:30:00+00:00,22.6,71.11,Mumbai,18.85
2025-02-07 23:30:00+00:00,22.1,71.47,Mumbai,18.43
2025-02-08 00:30:00+00:00,22.05,73.3,Mumbai,18.62
2025-02-08 01:30:00+00:00,21.9,73.74,Mumbai,18.54
2025-02-08 02:30:00+00:00,23.85,64.29,Mumbai,19.07
2025-02-08 03:30:00+00:00,27.25,52.37,Mumbai,20.32
2025-02-08 04:30:00+00:00,30.6,41.25,Mumbai,21.18
2025-02-08 05:30:00+00:00,32.7,35.12,Mumbai,21.59
2025-02-08 06:30:00+00:00,33.25,35.84,Mumbai,22.19
2025-02-08 07:30:00+00:00,32.9,39.95,Mumbai,22.8
2025-02-08 08:30:00+00:00,32.75,40.54,Mumbai,22.8
2025-02-08 09:30:00+00:00,32.45,40.59,Mumbai,22.56
2025-02-08 10:30:00+00:00,31.6,41.66,Mumbai,22.08
2025-02-08 11:30:00+00:00,29.9,48.13,Mumbai,21.88
2025-02-08 12:30:00+00:00,27.8,59.16,Mumbai,21.89
2025-02-08 13:30:00+00:00,26.75,64.3,Mumbai,21.72
2025-02-08 14:30:00+00:00,26.45,65.25,Mumbai,21.59
2025-02-08 15:30:00+00:00,26.65,55.82,Mumbai,20.34
2025-02-08 16:30:00+00:00,26.8,49.01,Mumbai,19.38
2025-02-08 17:30:00+00:00,26.45,48.14,Mumbai,18.94
2025-02-08 18:30:00+00:00,25.75,49.53,Mumbai,18.57
2025-02-08 19:30:00+00:00,25.0,54.18,Mumbai,18.64
2025-02-08 20:30:00+00:00,24.3,55.23,Mumbai,18.18
2025-02-08 21:30:00+00:00,24.1,55.36,Mumbai,18.02
2025-02-08 22:30:00+00:00,23.85,57.85,Mumbai,18.16
2025-02-08 23:30:00+00:00,23.7,58.75,Mumbai,18.16
2025-02-09 00:30:00+00:00,23.05,66.61,Mumbai,18.66
2025-02-09 01:30:00+00:00,22.65,64.44,Mumbai,18.0
2025-02-09 02:30:00+00:00,24.05,56.07,Mumbai,18.08
2025-02-09 03:30:00+00:00,27.1,43.85,Mumbai,18.77
2025-02-09 04:30:00+00:00,30.15,36.03,Mumbai,19.78
2025-02-09 05:30:00+00:00,32.35,32.73,Mumbai,20.78
2025-02-09 06:30:00+00:00,33.05,34.88,Mumbai,21.81
2025-02-09 07:30:00+00:00,32.75,39.66,Mumbai,22.61
2025-02-09 08:30:00+00:00,32.45,40.08,Mumbai,22.46
2025-02-09 09:30:00+00:00,31.85,38.66,Mumbai,21.68
2025-02-09 10:30:00+00:00,30.85,42.25,Mumbai,21.58
2025-02-09 11:30:00+00:00,29.5,49.41,Mumbai,21.76
2025-02-09 12:30:00+00:00,28.3,52.64,Mumbai,21.28
2025-02-09 13:30:00+00:00,27.6,52.29,Mumbai,20.61
2025-02-09 14:30:00+00:00,27.6,45.29,Mumbai,19.44
2025-02-09 15:30:00+00:00,27.25,44.61,Mumbai,19.03
2025-02-09 16:30:00+00:00,27.0,42.01,Mumbai,18.37
2025-02-09 17:30:00+00:00,26.65,38.85,Mumbai,17.52
2025-02-09 18:30:00+00:00,26.05,38.43,Mumbai,16.96
2025-02-09 19:30:00+00:00,25.45,39.43,Mumbai,16.65
2025-02-09 20:30:00+00:00,25.1,41.61,Mumbai,16.74
2025-02-09 21:30:00+00:00,24.6,45.5,Mumbai,16.95
2025-02-09 22:30:00+00:00,24.25,48.65,Mumbai,17.15
2025-02-09 23:30:00+00:00,23.95,51.68,Mumbai,17.35
2025-02-10 00:30:00+00:00,23.55,57.78,Mumbai,17.88
2025-02-10 01:30:00+00:00,23.25,57.71,Mumbai,17.61
2025-02-10 02:30:00+00:00,24.5,49.68,Mumbai,17.52
2025-02-10 03:30:00+00:00,27.15,38.1,Mumbai,17.79
2025-02-10 04:30:00+00:00,30.25,29.99,Mumbai,18.55
2025-02-10 05:30:00+00:00,32.65,26.51,Mumbai,19.5
2025-02-10 06:30:00+00:00,33.55,27.47,Mumbai,20.41
2025-02-10 07:30:00+00:00,33.1,35.35,Mumbai,21.96
2025-02-10 08:30:00+00:00,32.7,34.01,Mumbai,21.34
2025-02-10 09:30:00+00:00,31.95,33.15,Mumbai,20.57
2025-02-10 10:30:00+00:00,30.75,37.38,Mumbai,20.53
2025-02-10 11:30:00+00:00,29.1,46.28,Mumbai,20.87
2025-02-10 12:30:00+00:00,27.15,55.59,Mumbai,20.75
2025-02-10 13:30:00+00:00,26.25,62.42,Mumbai,20.99
2025-02-10 14:30:00+00:00,26.05,60.06,Mumbai,20.46
2025-02-10 15:30:00+00:00,26.0,53.74,Mumbai,19.45
2025-02-10 16:30:00+00:00,25.15,62.76,Mumbai,20.04
2025-02-10 17:30:00+00:00,24.85,61.13,Mumbai,19.53
2025-02-10 18:30:00+00:00,24.25,59.26,Mumbai,18.72
2025-02-10 19:30:00+00:00,23.5,57.58,Mumbai,17.81
2025-02-10 20:30:00+00:00,23.2,56.04,Mumbai,17.33
2025-02-10 21:30:00+00:00,23.1,54.4,Mumbai,17.0
2025-02-10 22:30:00+00:00,23.2,50.65,Mumbai,16.55
2025-02-10 23:30:00+00:00,22.95,49.27,Mumbai,16.13
2025-02-11 00:30:00+00:00,22.1,56.87,Mumbai,16.47
2025-02-11 01:30:00+00:00,21.7,56.59,Mumbai,16.07
2025-02-11 02:30:00+00:00,23.4,49.06,Mumbai,16.48
2025-02-11 03:30:00+00:00,26.5,37.3,Mumbai,17.12
2025-02-11 04:30:00+00:00,29.65,29.04,Mumbai,17.89
2025-02-11 05:30:00+00:00,31.7,25.57,Mumbai,18.57
2025-02-11 06:30:00+00:00,32.35,28.43,Mumbai,19.76
2025-02-11 07:30:00+00:00,32.2,32.9,Mumbai,20.7
2025-02-11 08:30:00+00:00,31.6,32.63,Mumbai,20.18
2025-02-11 09:30:00+00:00,30.75,34.36,Mumbai,19.9
2025-02-11 10:30:00+00:00,29.4,42.67,Mumbai,20.47
2025-02-11 11:30:00+00:00,27.85,52.35,Mumbai,20.84
2025-02-11 12:30:00+00:00,26.05,61.4,Mumbai,20.66
2025-02-11 13:30:00+00:00,25.25,64.99,Mumbai,20.45
2025-02-11 14:30:00+00:00,25.2,53.71,Mumbai,18.74
2025-02-11 15:30:00+00:00,24.8,52.24,Mumbai,18.17
2025-02-11 16:30:00+00:00,24.4,49.82,Mumbai,17.45
2025-02-11 17:30:00+00:00,23.9,48.88,Mumbai,16.88
2025-02-11 18:30:00+00:00,23.15,54.41,Mumbai,17.05
2025-02-11 19:30:00+00:00,22.45,63.17,Mumbai,17.64
2025-02-11 20:30:00+00:00,21.95,67.03,Mumbai,17.7
2025-02-11 21:30:00+00:00,21.65,64.85,Mumbai,17.14
2025-02-11 22:30:00+00:00,21.45,59.56,Mumbai,16.25
2025-02-11 23:30:00+00:00,21.3,53.41,Mumbai,15.29
2025-02-12 00:30:00+00:00,20.7,56.71,Mumbai,15.2
2025-02-12 01:30:00+00:00,20.4,55.15,Mumbai,14.73
2025-02-12 02:30:00+00:00,21.85,49.46,Mumbai,15.21
2025-02-12 03:30:00+00:00,25.1,38.42,Mumbai,16.2
2025-02-12 04:30:00+00:00,28.55,30.12,Mumbai,17.3
2025-02-12 05:30:00+00:00,31.1,25.93,Mumbai,18.22
2025-02-12 06:30:00+00:00,32.7,22.74,Mumbai,18.53
2025-02-12 07:30:00+00:00,33.25,23.35,Mumbai,19.09
2025-02-12 08:30:00+00:00,32.45,33.72,Mumbai,21.08
2025-02-12 09:30:00+00:00,31.4,43.35,Mumbai,22.25
2025-02-12 10:30:00+00:00,30.45,47.23,Mumbai,22.18
2025-02-12 11:30:00+00:00,28.95,50.69,Mumbai,21.51
2025-02-12 12:30:00+00:00,26.9,57.31,Mumbai,20.79
2025-02-12 13:30:00+00:00,26.0,61.39,Mumbai,20.61
2025-02-12 14:30:00+00:00,26.1,56.93,Mumbai,20.03
2025-02-12 15:30:00+00:00,25.8,54.9,Mumbai,19.45
2025-02-12 16:30:00+00:00,25.4,52.23,Mumbai,18.69
2025-02-12 17:30:00+00:00,25.05,49.99,Mumbai,18.04
2025-02-12 18:30:00+00:00,24.7,48.14,Mumbai,17.45
2025-02-12 19:30:00+00:00,24.5,45.18,Mumbai,16.82
2025-02-12 20:30:00+00:00,24.2,43.34,Mumbai,16.28
2025-02-12 21:30:00+00:00,23.7,43.2,Mumbai,15.84
2025-02-12 22:30:00+00:00,23.1,43.75,Mumbai,15.43
2025-02-12 23:30:00+00:00,22.65,43.92,Mumbai,15.08
2025-02-13 00:30:00+00:00,21.7,50.42,Mumbai,15.22
2025-02-13 01:30:00+00:00,21.45,50.18,Mumbai,14.97
2025-02-13 02:30:00+00:00,22.9,45.79,Mumbai,15.57
2025-02-13 03:30:00+00:00,25.75,38.22,Mumbai,16.68
2025-02-13 04:30:00+00:00,29.15,31.42,Mumbai,18.03
2025-02-13 05:30:00+00:00,32.2,25.44,Mumbai,18.9
2025-02-13 06:30:00+00:00,34.1,20.6,Mumbai,18.87
2025-02-13 07:30:00+00:00,34.8,20.5,Mumbai,19.32
2025-02-13 08:30:00+00:00,33.85,31.99,Mumbai,21.76
2025-02-13 09:30:00+00:00,32.75,37.1,Mumbai,22.07
2025-02-13 10:30:00+00:00,31.35,39.15,Mumbai,21.37
2025-02-13 11:30:00+00:00,29.7,42.48,Mumbai,20.68
2025-02-13 12:30:00+00:00,28.35,48.8,Mumbai,20.67
2025-02-13 13:30:00+00:00,28.2,45.59,Mumbai,19.99
2025-02-13 14:30:00+00:00,28.0,41.87,Mumbai,19.16
2025-02-13 15:30:00+00:00,27.65,39.65,Mumbai,18.47
2025-02-13 16:30:00+00:00,27.4,37.92,Mumbai,17.95
2025-02-13 17:30:00+00:00,27.15,36.26,Mumbai,17.44
2025-02-13 18:30:00+00:00,26.6,35.98,Mumbai,16.96
2025-02-13 19:30:00+00:00,26.25,34.82,Mumbai,16.47
2025-02-13 20:30:00+00:00,25.8,34.81,Mumbai,16.11
2025-02-13 21:30:00+00:00,25.2,36.68,Mumbai,15.97
2025-02-13 22:30:00+00:00,24.6,38.92,Mumbai,15.88
2025-02-13 23:30:00+00:00,24.15,40.66,Mumbai,15.8
2025-02-14 00:30:00+00:00,22.75,47.61,Mumbai,15.71
2025-02-14 01:30:00+00:00,22.55,48.67,Mumbai,15.7
2025-02-14 02:30:00+00:00,24.2,44.8,Mumbai,16.51
2025-02-14 03:30:00+00:00,27.25,36.77,Mumbai,17.62
2025-02-14 04:30:00+00:00,30.7,29.03,Mumbai,18.67
2025-02-14 05:30:00+00:00,33.35,22.91,Mumbai,19.03
2025-02-14 06:30:00+00:00,34.65,19.51,Mumbai,18.91
2025-02-14 07:30:00+00:00,34.55,25.3,Mumbai,20.56
2025-02-14 08:30:00+00:00,33.7,33.53,Mumbai,22.01
2025-02-14 09:30:00+00:00,32.95,35.3,Mumbai,21.83
2025-02-14 10:30:00+00:00,31.85,32.91,Mumbai,20.44
2025-02-14 11:30:00+00:00,30.55,32.55,Mumbai,19.35
2025-02-14 12:30:00+00:00,29.15,39.42,Mumbai,19.65
2025-02-14 13:30:00+00:00,28.8,38.19,Mumbai,19.13
2025-02-14 14:30:00+00:00,28.85,31.97,Mumbai,17.92
2025-02-14 15:30:00+00:00,28.65,30.15,Mumbai,17.38
2025-02-14 16:30:00+00:00,28.3,29.25,Mumbai,16.92
2025-02-14 17:30:00+00:00,27.9,30.05,Mumbai,16.79
2025-02-14 18:30:00+00:00,27.5,30.97,Mumbai,16.68
2025-02-14 19:30:00+00:00,27.0,31.35,Mumbai,16.38
2025-02-14 20:30:00+00:00,26.35,32.14,Mumbai,16.03
2025-02-14 21:30:00+00:00,25.6,33.37,Mumbai,15.69
2025-02-14 22:30:00+00:00,24.6,35.66,Mumbai,15.32
2025-02-14 23:30:00+00:00,23.85,37.68,Mumbai,15.07
2025-02-15 00:30:00+00:00,22.05,45.86,Mumbai,14.86
2025-02-15 01:30:00+00:00,22.25,45.31,Mumbai,14.95
2025-02-15 02:30:00+00:00,24.2,39.87,Mumbai,15.71
2025-02-15 03:30:00+00:00,27.55,33.69,Mumbai,17.26
2025-02-15 04:30:00+00:00,31.15,26.38,Mumbai,18.37
2025-02-15 05:30:00+00:00,33.6,21.47,Mumbai,18.79
2025-02-15 06:30:00+00:00,35.0,18.75,Mumbai,18.9
2025-02-15 07:30:00+00:00,35.15,21.79,Mumbai,19.96
2025-02-15 08:30:00+00:00,34.7,25.17,Mumbai,20.63
2025-02-15 09:30:00+00:00,33.9,26.94,Mumbai,20.53
2025-02-15 10:30:00+00:00,32.85,28.01,Mumbai,20.03
2025-02-15 11:30:00+00:00,31.75,29.03,Mumbai,19.46
2025-02-15 12:30:00+00:00,29.8,33.65,Mumbai,19.01
2025-02-15 13:30:00+00:00,28.85,32.4,Mumbai,18.01
2025-02-15 14:30:00+00:00,28.25,31.91,Mumbai,17.45
2025-02-15 15:30:00+00:00,27.75,30.0,Mumbai,16.67
2025-02-15 16:30:00+00:00,27.45,24.87,Mumbai,15.33
2025-02-15 17:30:00+00:00,26.6,22.97,Mumbai,14.29
2025-02-15 18:30:00+00:00,25.4,24.58,Mumbai,13.79
2025-02-15 19:30:00+00:00,24.6,27.74,Mumbai,13.86
2025-02-15 20:30:00+00:00,24.1,32.5,Mumbai,14.37
2025-02-15 21:30:00+00:00,24.15,32.62,Mumbai,14.43
2025-02-15 22:30:00+00:00,23.8,31.86,Mumbai,14.02
2025-02-15 23:30:00+00:00,23.2,32.46,Mumbai,13.67
2025-02-16 00:30:00+00:00,21.6,41.61,Mumbai,13.86
2025-02-16 01:30:00+00:00,21.6,41.89,Mumbai,13.9
2025-02-16 02:30:00+00:00,23.8,37.03,Mumbai,14.92
2025-02-16 03:30:00+00:00,27.85,28.93,Mumbai,16.52
2025-02-16 04:30:00+00:00,31.3,22.84,Mumbai,17.57
2025-02-16 05:30:00+00:00,33.7,18.31,Mumbai,17.89
2025-02-16 06:30:00+00:00,34.85,17.0,Mumbai,18.21
2025-02-16 07:30:00+00:00,35.1,18.71,Mumbai,18.95
2025-02-16 08:30:00+00:00,34.05,25.85,Mumbai,20.35
2025-02-16 09:30:00+00:00,32.7,28.34,Mumbai,20.0
2025-02-16 10:30:00+00:00,31.6,28.42,Mumbai,19.2
2025-02-16 11:30:00+00:00,30.0,36.34,Mumbai,19.72
2025-02-16 12:30:00+00:00,27.7,47.4,Mumbai,19.88
2025-02-16 13:30:00+00:00,26.65,52.55,Mumbai,19.83
2025-02-16 14:30:00+00:00,26.5,48.15,Mumbai,18.99
2025-02-16 15:30:00+00:00,26.1,46.66,Mumbai,18.4
2025-02-16 16:30:00+00:00,25.2,53.19,Mumbai,18.66
2025-02-16 17:30:00+00:00,24.35,62.19,Mumbai,19.23
2025-02-16 18:30:00+00:00,23.8,66.35,Mumbai,19.32
2025-02-16 19:30:00+00:00,23.6,61.23,Mumbai,18.42
2025-02-16 20:30:00+00:00,23.15,57.68,Mumbai,17.51
2025-02-16 21:30:00+00:00,22.25,57.65,Mumbai,16.71
2025-02-16 22:30:00+00:00,21.7,56.96,Mumbai,16.13
2025-02-16 23:30:00+00:00,21.25,56.1,Mumbai,15.61
2025-02-17 00:30:00+00:00,20.8,61.78,Mumbai,15.96
2025-02-17 01:30:00+00:00,21.2,59.31,Mumbai,16.0
2025-02-17 02:30:00+00:00,23.7,51.96,Mumbai,17.17
2025-02-17 03:30:00+00:00,27.2,38.88,Mumbai,17.97
2025-02-17 04:30:00+00:00,30.6,25.88,Mumbai,17.85
2025-02-17 05:30:00+00:00,32.7,23.05,Mumbai,18.61
2025-02-17 06:30:00+00:00,34.2,21.77,Mumbai,19.3
2025-02-17 07:30:00+00:00,34.25,25.98,Mumbai,20.53
2025-02-17 08:30:00+00:00,32.6,36.35,Mumbai,21.79
2025-02-17 09:30:00+00:00,31.8,33.44,Mumbai,20.52
2025-02-17 10:30:00+00:00,31.05,34.89,Mumbai,20.25
2025-02-17 11:30:00+00:00,29.9,41.06,Mumbai,20.57
2025-02-17 12:30:00+00:00,28.1,47.66,Mumbai,20.27
2025-02-17 13:30:00+00:00,27.65,48.46,Mumbai,20.02
2025-02-17 14:30:00+00:00,27.7,41.93,Mumbai,18.93
2025-02-17 15:30:00+00:00,27.2,40.58,Mumbai,18.28
2025-02-17 16:30:00+00:00,26.95,37.3,Mumbai,17.48
2025-02-17 17:30:00+00:00,26.5,35.36,Mumbai,16.76
2025-02-17 18:30:00+00:00,25.75,35.98,Mumbai,16.28
2025-02-17 19:30:00+00:00,25.15,38.3,Mumbai,16.22
2025-02-17 20:30:00+00:00,24.75,41.93,Mumbai,16.5
2025-02-17 21:30:00+00:00,24.3,44.09,Mumbai,16.48
2025-02-17 22:30:00+00:00,23.9,45.61,Mumbai,16.38
2025-02-17 23:30:00+00:00,23.5,47.19,Mumbai,16.29
2025-02-18 00:30:00+00:00,23.4,53.08,Mumbai,17.08
2025-02-18 01:30:00+00:00,23.4,49.39,Mumbai,16.53
2025-02-18 02:30:00+00:00,24.85,43.95,Mumbai,16.91
2025-02-18 03:30:00+00:00,27.85,35.62,Mumbai,17.88
2025-02-18 04:30:00+00:00,31.15,28.77,Mumbai,18.95
2025-02-18 05:30:00+00:00,33.55,24.14,Mumbai,19.52
2025-02-18 06:30:00+00:00,34.75,21.91,Mumbai,19.72
2025-02-18 07:30:00+00:00,34.6,26.59,Mumbai,20.95
2025-02-18 08:30:00+00:00,34.05,30.53,Mumbai,21.56
2025-02-18 09:30:00+00:00,32.05,33.72,Mumbai,20.77
2025-02-18 10:30:00+00:00,30.6,41.52,Mumbai,21.23
2025-02-18 11:30:00+00:00,29.7,47.93,Mumbai,21.67
2025-02-18 12:30:00+00:00,28.6,48.71,Mumbai,20.87
2025-02-18 13:30:00+00:00,28.5,44.23,Mumbai,20.0
2025-02-18 14:30:00+00:00,28.4,39.6,Mumbai,19.07
2025-02-18 15:30:00+00:00,28.3,36.46,Mumbai,18.4
2025-02-18 16:30:00+00:00,28.3,33.57,Mumbai,17.82
2025-02-18 17:30:00+00:00,27.85,32.12,Mumbai,17.18
2025-02-18 18:30:00+00:00,27.1,33.23,Mumbai,16.82
2025-02-18 19:30:00+00:00,26.2,35.75,Mumbai,16.6
2025-02-18 20:30:00+00:00,25.5,37.39,Mumbai,16.34
2025-02-18 21:30:00+00:00,25.1,37.78,Mumbai,16.09
2025-02-18 22:30:00+00:00,24.85,38.09,Mumbai,15.94
2025-02-18 23:30:00+00:00,24.65,38.42,Mumbai,15.83
2025-02-19 00:30:00+00:00,23.4,50.04,Mumbai,16.63
2025-02-19 01:30:00+00:00,23.25,49.84,Mumbai,16.47
2025-02-19 02:30:00+00:00,24.9,44.69,Mumbai,17.07
2025-02-19 03:30:00+00:00,28.0,36.26,Mumbai,18.12
2025-02-19 04:30:00+00:00,30.75,30.53,Mumbai,19.06
2025-02-19 05:30:00+00:00,32.55,26.84,Mumbai,19.51
2025-02-19 06:30:00+00:00,33.4,26.1,Mumbai,19.94
2025-02-19 07:30:00+00:00,32.9,32.14,Mumbai,21.07
2025-02-19 08:30:00+00:00,32.45,34.49,Mumbai,21.26
2025-02-19 09:30:00+00:00,31.9,34.45,Mumbai,20.82
2025-02-19 10:30:00+00:00,31.25,33.5,Mumbai,20.1
2025-02-19 11:30:00+00:00,30.2,37.96,Mumbai,20.21
2025-02-19 12:30:00+00:00,28.3,48.48,Mumbai,20.58
2025-02-19 13:30:00+00:00,27.85,47.44,Mumbai,20.02
2025-02-19 14:30:00+00:00,27.6,43.56,Mumbai,19.13
2025-02-19 15:30:00+00:00,27.35,40.75,Mumbai,18.43
2025-02-19 16:30:00+00:00,27.0,36.46,Mumbai,17.36
2025-02-19 17:30:00+00:00,26.15,36.1,Mumbai,16.62
2025-02-19 18:30:00+00:00,25.35,41.96,Mumbai,17.0
2025-02-19 19:30:00+00:00,24.7,48.45,Mumbai,17.5
2025-02-19 20:30:00+00:00,24.3,52.79,Mumbai,17.82
2025-02-19 21:30:00+00:00,24.1,51.72,Mumbai,17.48
2025-02-19 22:30:00+00:00,24.25,46.93,Mumbai,16.88
2025-02-19 23:30:00+00:00,23.75,44.97,Mumbai,16.16
2025-02-20 00:30:00+00:00,22.25,57.28,Mumbai,16.66
2025-02-20 01:30:00+00:00,22.4,55.12,Mumbai,16.49
2025-02-20 02:30:00+00:00,24.35,48.36,Mumbai,17.19
2025-02-20 03:30:00+00:00,27.8,37.66,Mumbai,18.23
2025-02-20 04:30:00+00:00,31.35,27.61,Mumbai,18.82
2025-02-20 05:30:00+00:00,33.5,22.41,Mumbai,18.99
2025-02-20 06:30:00+00:00,34.6,19.97,Mumbai,19.02
2025-02-20 07:30:00+00:00,34.65,23.79,Mumbai,20.2
2025-02-20 08:30:00+00:00,33.5,34.45,Mumbai,22.07
